qseqid	sseqid	qlen	slen	sstart	send	evalue	mismatch
66_CP020595-3_13	54_CP030106-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	51_CP012952-2_71	32	32	32	1	1.42e-12	0
66_CP020595-3_13	47_CP058625-4_38	32	32	32	1	1.42e-12	0
66_CP020595-3_13	42_CP027528-1_39	32	32	32	1	1.42e-12	0
66_CP020595-3_13	36_CP008706-2_38	32	32	32	1	1.42e-12	0
66_CP020595-3_13	33_CP024418-2_39	32	32	32	1	1.42e-12	0
66_CP020595-3_13	30_CP010781-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	29_CP023029-3_42	32	32	32	1	1.42e-12	0
66_CP020595-3_13	25_CP045541-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	23_CP041035-2_38	32	32	32	1	1.42e-12	0
66_CP020595-3_13	20_CP091172-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	19_CP090607-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	18_CP090606-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	17_CP080452-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	13_CP049240-2_38	32	32	32	1	1.42e-12	0
66_CP020595-3_13	9_CP070358-2_38	32	32	32	1	1.42e-12	0
66_CP020595-3_13	8_CP070362-2_38	32	32	32	1	1.42e-12	0
66_CP020595-3_13	6_CP091337-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_13	5_CP091339-2_37	32	32	32	1	1.42e-12	0
66_CP020595-3_13	4_CP091340-2_37	32	32	32	1	1.42e-12	0
66_CP020595-3_13	3_CP091367-3_13	32	32	1	32	1.42e-12	0
66_CP020595-3_6	72_CP001172-2_38	32	32	32	1	1.42e-12	0
66_CP020595-3_6	71_CP001182-4_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	68_CP027246-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	66_CP020595-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	63_LS483472-2_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	57_CP066016-1_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	56_CP049314-2_47	32	32	32	1	1.42e-12	0
66_CP020595-3_6	54_CP030106-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	47_CP058625-4_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	42_CP027528-1_46	32	32	32	1	1.42e-12	0
66_CP020595-3_6	36_CP008706-2_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	33_CP024418-2_46	32	32	32	1	1.42e-12	0
66_CP020595-3_6	30_CP010781-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	29_CP023029-3_49	32	32	32	1	1.42e-12	0
66_CP020595-3_6	25_CP045541-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	23_CP041035-2_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	20_CP091172-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	19_CP090607-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	18_CP090606-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	17_CP080452-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	13_CP049240-2_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	9_CP070358-2_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	8_CP070362-2_45	32	32	32	1	1.42e-12	0
66_CP020595-3_6	6_CP091337-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_6	5_CP091339-2_44	32	32	32	1	1.42e-12	0
66_CP020595-3_6	4_CP091340-2_44	32	32	32	1	1.42e-12	0
66_CP020595-3_6	3_CP091367-3_6	32	32	1	32	1.42e-12	0
66_CP020595-3_34	72_CP001172-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	71_CP001182-4_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	68_CP027246-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	66_CP020595-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	63_LS483472-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	57_CP066016-1_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	54_CP030106-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	51_CP012952-2_50	32	32	32	1	1.42e-12	0
66_CP020595-3_34	47_CP058625-4_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	42_CP027528-1_18	32	32	32	1	1.42e-12	0
66_CP020595-3_34	36_CP008706-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	33_CP024418-2_18	32	32	32	1	1.42e-12	0
66_CP020595-3_34	30_CP010781-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_34	29_CP023029-3_22	32	32	32	1	1.42e-12	0
66_CP020595-3_34	25_CP045541-3_33	32	32	1	32	1.42e-12	0
66_CP020595-3_34	23_CP041035-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	20_CP091172-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	19_CP090607-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	18_CP090606-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	17_CP080452-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_34	13_CP049240-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	9_CP070358-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	8_CP070362-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	6_CP091337-3_33	32	32	1	32	1.42e-12	0
66_CP020595-3_34	5_CP091339-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	4_CP091340-2_17	32	32	32	1	1.42e-12	0
66_CP020595-3_34	3_CP091367-3_34	32	32	1	32	1.42e-12	0
66_CP020595-3_15	72_CP001172-2_27	32	32	32	1	1.42e-12	0
66_CP020595-3_15	71_CP001182-4_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	68_CP027246-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	66_CP020595-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	63_LS483472-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	57_CP066016-1_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	56_CP049314-2_39	32	32	32	1	1.42e-12	0
66_CP020595-3_15	54_CP030106-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	47_CP058625-4_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	42_CP027528-1_37	32	32	32	1	1.42e-12	0
66_CP020595-3_15	36_CP008706-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	33_CP024418-2_37	32	32	32	1	1.42e-12	0
66_CP020595-3_15	30_CP010781-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	29_CP023029-3_41	32	32	32	1	1.42e-12	0
66_CP020595-3_15	25_CP045541-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	23_CP041035-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	20_CP091172-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	19_CP090607-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	18_CP090606-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	17_CP080452-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	13_CP049240-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	9_CP070358-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	8_CP070362-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_15	6_CP091337-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_15	5_CP091339-2_35	32	32	32	1	1.42e-12	0
66_CP020595-3_15	4_CP091340-2_35	32	32	32	1	1.42e-12	0
66_CP020595-3_15	3_CP091367-3_15	32	32	1	32	1.42e-12	0
66_CP020595-3_26	71_CP001182-4_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	68_CP027246-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	66_CP020595-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	63_LS483472-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	57_CP066016-1_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	56_CP049314-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_26	54_CP030106-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	51_CP012952-2_57	32	32	32	1	1.42e-12	0
66_CP020595-3_26	47_CP058625-4_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	42_CP027528-1_26	32	32	32	1	1.42e-12	0
66_CP020595-3_26	36_CP008706-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	33_CP024418-2_26	32	32	32	1	1.42e-12	0
66_CP020595-3_26	29_CP023029-3_30	32	32	32	1	1.42e-12	0
66_CP020595-3_26	25_CP045541-3_25	32	32	1	32	1.42e-12	0
66_CP020595-3_26	23_CP041035-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	20_CP091172-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	19_CP090607-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	18_CP090606-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	17_CP080452-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_26	13_CP049240-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	9_CP070358-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	8_CP070362-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_26	3_CP091367-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_18	72_CP001172-2_24	32	32	32	1	1.42e-12	0
66_CP020595-3_18	71_CP001182-4_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	68_CP027246-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	66_CP020595-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	63_LS483472-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	57_CP066016-1_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	56_CP049314-2_36	32	32	32	1	1.42e-12	0
66_CP020595-3_18	54_CP030106-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	51_CP012952-2_65	32	32	32	1	1.42e-12	0
66_CP020595-3_18	47_CP058625-4_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	42_CP027528-1_34	32	32	32	1	1.42e-12	0
66_CP020595-3_18	36_CP008706-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	33_CP024418-2_34	32	32	32	1	1.42e-12	0
66_CP020595-3_18	30_CP010781-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	29_CP023029-3_38	32	32	32	1	1.42e-12	0
66_CP020595-3_18	25_CP045541-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	23_CP041035-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	20_CP091172-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	19_CP090607-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	18_CP090606-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	17_CP080452-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	13_CP049240-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	9_CP070358-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	8_CP070362-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_18	6_CP091337-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_18	5_CP091339-2_32	32	32	32	1	1.42e-12	0
66_CP020595-3_18	4_CP091340-2_32	32	32	32	1	1.42e-12	0
66_CP020595-3_18	3_CP091367-3_18	32	32	1	32	1.42e-12	0
66_CP020595-3_11	72_CP001172-2_33	32	32	32	1	1.42e-12	0
66_CP020595-3_11	71_CP001182-4_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	68_CP027246-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	66_CP020595-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	63_LS483472-2_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	57_CP066016-1_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	56_CP049314-2_42	32	32	32	1	1.42e-12	0
66_CP020595-3_11	54_CP030106-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	47_CP058625-4_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	42_CP027528-1_41	32	32	32	1	1.42e-12	0
66_CP020595-3_11	36_CP008706-2_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	33_CP024418-2_41	32	32	32	1	1.42e-12	0
66_CP020595-3_11	30_CP010781-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	29_CP023029-3_44	32	32	32	1	1.42e-12	0
66_CP020595-3_11	25_CP045541-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	23_CP041035-2_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	20_CP091172-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	19_CP090607-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	18_CP090606-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	17_CP080452-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	13_CP049240-2_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	9_CP070358-2_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	8_CP070362-2_40	32	32	32	1	1.42e-12	0
66_CP020595-3_11	6_CP091337-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_11	5_CP091339-2_39	32	32	32	1	1.42e-12	0
66_CP020595-3_11	4_CP091340-2_39	32	32	32	1	1.42e-12	0
66_CP020595-3_11	3_CP091367-3_11	32	32	1	32	1.42e-12	0
66_CP020595-3_22	71_CP001182-4_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	68_CP027246-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	66_CP020595-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	63_LS483472-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	57_CP066016-1_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	56_CP049314-2_32	32	32	32	1	1.42e-12	0
66_CP020595-3_22	54_CP030106-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	51_CP012952-2_61	32	32	32	1	1.42e-12	0
66_CP020595-3_22	47_CP058625-4_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	42_CP027528-1_30	32	32	32	1	1.42e-12	0
66_CP020595-3_22	36_CP008706-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	33_CP024418-2_30	32	32	32	1	1.42e-12	0
66_CP020595-3_22	30_CP010781-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	29_CP023029-3_34	32	32	32	1	1.42e-12	0
66_CP020595-3_22	23_CP041035-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	20_CP091172-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	19_CP090607-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	18_CP090606-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	17_CP080452-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	13_CP049240-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	9_CP070358-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	8_CP070362-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_22	6_CP091337-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_22	5_CP091339-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_22	4_CP091340-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_22	3_CP091367-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_28	71_CP001182-4_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	68_CP027246-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	66_CP020595-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	63_LS483472-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	57_CP066016-1_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	56_CP049314-2_26	32	32	32	1	1.42e-12	0
66_CP020595-3_28	54_CP030106-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	51_CP012952-2_56	32	32	32	1	1.42e-12	0
66_CP020595-3_28	47_CP058625-4_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	42_CP027528-1_24	32	32	32	1	1.42e-12	0
66_CP020595-3_28	36_CP008706-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	33_CP024418-2_24	32	32	32	1	1.42e-12	0
66_CP020595-3_28	30_CP010781-3_25	32	32	1	32	1.42e-12	0
66_CP020595-3_28	29_CP023029-3_28	32	32	32	1	1.42e-12	0
66_CP020595-3_28	25_CP045541-3_27	32	32	1	32	1.42e-12	0
66_CP020595-3_28	23_CP041035-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	20_CP091172-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	19_CP090607-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	18_CP090606-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	17_CP080452-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_28	13_CP049240-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	9_CP070358-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	8_CP070362-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	6_CP091337-3_27	32	32	1	32	1.42e-12	0
66_CP020595-3_28	5_CP091339-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	4_CP091340-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_28	3_CP091367-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_31	72_CP001172-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	71_CP001182-4_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	68_CP027246-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	66_CP020595-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	63_LS483472-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	57_CP066016-1_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	56_CP049314-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_31	54_CP030106-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	51_CP012952-2_53	32	32	32	1	1.42e-12	0
66_CP020595-3_31	47_CP058625-4_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	42_CP027528-1_21	32	32	32	1	1.42e-12	0
66_CP020595-3_31	36_CP008706-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	33_CP024418-2_21	32	32	32	1	1.42e-12	0
66_CP020595-3_31	30_CP010781-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_31	29_CP023029-3_25	32	32	32	1	1.42e-12	0
66_CP020595-3_31	25_CP045541-3_30	32	32	1	32	1.42e-12	0
66_CP020595-3_31	23_CP041035-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	20_CP091172-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	19_CP090607-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	18_CP090606-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	17_CP080452-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_31	13_CP049240-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	9_CP070358-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	8_CP070362-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	6_CP091337-3_30	32	32	1	32	1.42e-12	0
66_CP020595-3_31	5_CP091339-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	4_CP091340-2_20	32	32	32	1	1.42e-12	0
66_CP020595-3_31	3_CP091367-3_31	32	32	1	32	1.42e-12	0
66_CP020595-3_23	71_CP001182-4_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	68_CP027246-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	66_CP020595-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	63_LS483472-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	57_CP066016-1_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	56_CP049314-2_31	32	32	32	1	1.42e-12	0
66_CP020595-3_23	54_CP030106-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	51_CP012952-2_60	32	32	32	1	1.42e-12	0
66_CP020595-3_23	47_CP058625-4_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	42_CP027528-1_29	32	32	32	1	1.42e-12	0
66_CP020595-3_23	36_CP008706-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	33_CP024418-2_29	32	32	32	1	1.42e-12	0
66_CP020595-3_23	30_CP010781-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	29_CP023029-3_33	32	32	32	1	1.42e-12	0
66_CP020595-3_23	25_CP045541-3_22	32	32	1	32	1.42e-12	0
66_CP020595-3_23	23_CP041035-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	20_CP091172-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	19_CP090607-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	18_CP090606-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	17_CP080452-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	13_CP049240-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	9_CP070358-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	8_CP070362-2_28	32	32	32	1	1.42e-12	0
66_CP020595-3_23	6_CP091337-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_23	5_CP091339-2_27	32	32	32	1	1.42e-12	0
66_CP020595-3_23	4_CP091340-2_27	32	32	32	1	1.42e-12	0
66_CP020595-3_23	3_CP091367-3_23	32	32	1	32	1.42e-12	0
66_CP020595-3_29	72_CP001172-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	71_CP001182-4_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	68_CP027246-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	66_CP020595-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	63_LS483472-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	57_CP066016-1_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	56_CP049314-2_25	32	32	32	1	1.42e-12	0
66_CP020595-3_29	54_CP030106-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	51_CP012952-2_55	32	32	32	1	1.42e-12	0
66_CP020595-3_29	47_CP058625-4_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	42_CP027528-1_23	32	32	32	1	1.42e-12	0
66_CP020595-3_29	36_CP008706-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	33_CP024418-2_23	32	32	32	1	1.42e-12	0
66_CP020595-3_29	30_CP010781-3_26	32	32	1	32	1.42e-12	0
66_CP020595-3_29	29_CP023029-3_27	32	32	32	1	1.42e-12	0
66_CP020595-3_29	25_CP045541-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_29	23_CP041035-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	20_CP091172-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	19_CP090607-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	18_CP090606-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	17_CP080452-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_29	13_CP049240-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	9_CP070358-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	8_CP070362-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	6_CP091337-3_28	32	32	1	32	1.42e-12	0
66_CP020595-3_29	5_CP091339-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	4_CP091340-2_22	32	32	32	1	1.42e-12	0
66_CP020595-3_29	3_CP091367-3_29	32	32	1	32	1.42e-12	0
66_CP020595-3_37	72_CP001172-2_10	32	32	32	1	1.42e-12	0
66_CP020595-3_37	71_CP001182-4_40	32	32	1	32	1.42e-12	0
66_CP020595-3_37	68_CP027246-3_40	32	32	1	32	1.42e-12	0
66_CP020595-3_37	66_CP020595-3_37	32	32	1	32	1.42e-12	0
66_CP020595-3_37	63_LS483472-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	57_CP066016-1_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	56_CP049314-2_14	32	32	32	1	1.42e-12	0
66_CP020595-3_37	54_CP030106-3_40	32	32	1	32	1.42e-12	0
66_CP020595-3_37	51_CP012952-2_43	32	32	32	1	1.42e-12	0
66_CP020595-3_37	47_CP058625-4_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	42_CP027528-1_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	36_CP008706-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	33_CP024418-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	30_CP010781-3_38	32	32	1	32	1.42e-12	0
66_CP020595-3_37	29_CP023029-3_15	32	32	32	1	1.42e-12	0
66_CP020595-3_37	25_CP045541-3_40	32	32	1	32	1.42e-12	0
66_CP020595-3_37	23_CP041035-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	20_CP091172-3_41	32	32	1	32	1.42e-12	0
66_CP020595-3_37	19_CP090607-3_41	32	32	1	32	1.42e-12	0
66_CP020595-3_37	18_CP090606-3_41	32	32	1	32	1.42e-12	0
66_CP020595-3_37	17_CP080452-3_41	32	32	1	32	1.42e-12	0
66_CP020595-3_37	13_CP049240-2_10	32	32	32	1	1.42e-12	0
66_CP020595-3_37	9_CP070358-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	8_CP070362-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	6_CP091337-3_39	32	32	1	32	1.42e-12	0
66_CP020595-3_37	5_CP091339-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	4_CP091340-2_11	32	32	32	1	1.42e-12	0
66_CP020595-3_37	3_CP091367-3_40	32	32	1	32	1.42e-12	0
66_CP020595-3_37	44_CP027611-1_44	32	32	1	32	6.62e-11	1
66_CP020595-3_37	41_CP026711-2_43	32	32	1	32	6.62e-11	1
66_CP020595-3_37	40_CP018254-3_21	32	32	32	1	6.62e-11	1
66_CP020595-3_37	38_CP009534-1_47	32	32	1	32	6.62e-11	1
66_CP020595-3_37	27_CP033243-3_20	32	32	32	1	6.62e-11	1
66_CP020595-3_37	24_CP015364-1_44	32	32	1	32	6.62e-11	1
66_CP020595-3_43	72_CP001172-2_4	32	32	32	1	1.42e-12	0
66_CP020595-3_43	71_CP001182-4_46	32	32	1	32	1.42e-12	0
66_CP020595-3_43	68_CP027246-3_46	32	32	1	32	1.42e-12	0
66_CP020595-3_43	66_CP020595-3_43	32	32	1	32	1.42e-12	0
66_CP020595-3_43	63_LS483472-2_5	32	32	32	1	1.42e-12	0
66_CP020595-3_43	57_CP066016-1_5	32	32	32	1	1.42e-12	0
66_CP020595-3_43	56_CP049314-2_8	32	32	32	1	1.42e-12	0
66_CP020595-3_43	54_CP030106-3_46	32	32	1	32	1.42e-12	0
